paper_id,paper_title,cell_type,mode,model,experimental_stimulus,neural_activity,behavioral_consequence,ecological_context,techniques_used,summary
ecd0200baf90da44c52219bfc528cb47742cdd6f,Discovery of a New Song Mode in Drosophila Reveals Hidden Structure in the Sensory and Neural Drivers of Behavior,ps1 neurons,experimental,qwen3.5:35b,"Inactivation (Tetanus toxin, TNT) during courtship",Not directly measured; activity manipulated via chemical silencing,"Does not abolish Pfast, but strongly affects switching with distance (males continue singing Pslow when far). Reduces amplitude of both pulse types.",Contributes to distance-dependent pulse choice and amplitude control,"['Chemical silencing (TNT)', 'Behavioral assays (song recording, copulation)']",Inactivation of ps1 motor neurons disrupts distance-dependent pulse switching and reduces song amplitude.
c78d150d0a918a657ab957a9b3ee46a90f1ca178,Shared Song Detector Neurons in Drosophila Male and Female Brains Drive Sex-Specific Behaviors,pC2 neurons (specifically pC2l),experimental,qwen3.5:35b,"Pulse song trains (varying IPI, carrier frequency, pulse duration, train duration), sine song (150 Hz), broadband noise","Calcium imaging (GCaMP6m) showed strong responses to pulse song, weak responses to sine song and noise. Tuned to conspecific pulse song features (IPI ~36 ms). Somatic and neurite responses in Lateral Junction (LJ) correlated with behavioral tuning.",Optogenetic activation (csChrimson) drove pulse song production in males but not females. Inactivation (TNT) in males increased sine song production. Inactivation in females altered locomotor tuning to IPI (acceleration for longer IPIs). Activation in FLyTRAP evoked sex-specific locomotor responses.,Natural courtship communication where males produce pulse song to court females and females respond to song during mating decisions. Social experience (group housing) sharpens pC2 tuning and behavioral selectivity in males.,"['Two-photon calcium imaging', 'Optogenetics (CsChrimson)', 'Genetic silencing (Tetanus toxin)', 'FLyTRAP behavioral assay', 'Courtship song recording']","pC2l neurons serve as shared pulse song detectors in both sexes, with tuning matching behavioral tuning for pulse song features. Their activation drives sex-specific behaviors (singing in males, locomotion in both), and inactivation alters song production bias and female locomotor tuning."
c78d150d0a918a657ab957a9b3ee46a90f1ca178,Shared Song Detector Neurons in Drosophila Male and Female Brains Drive Sex-Specific Behaviors,pC1 neurons,experimental,qwen3.5:35b,Pulse song and sine song stimuli,"Calcium imaging detected auditory responses in a subset of somas (2-3 in females, none in males). Responses in Lateral Junction (LJ) largely reflected pC2 activity.",No behavioral manipulation (activation/inactivation) performed on pC1 neurons in this study.,Not explicitly tested in this study.,['Two-photon calcium imaging'],"pC1 neurons in the Lateral Junction show limited auditory calcium responses, primarily in females, but were not found to be the primary source of LJ activity or behaviorally manipulated in this paper."
c78d150d0a918a657ab957a9b3ee46a90f1ca178,Shared Song Detector Neurons in Drosophila Male and Female Brains Drive Sex-Specific Behaviors,pMN2 neurons,experimental,qwen3.5:35b,Pulse song and sine song stimuli,Calcium imaging detected auditory responses in this female-specific ventral nerve cord-projecting neuron.,No behavioral manipulation (activation/inactivation) performed on pMN2 neurons in this study.,Not explicitly tested in this study.,['Two-photon calcium imaging'],"pMN2 neurons are female-specific and exhibit auditory calcium responses in the Lateral Junction, though their contribution to behavior was not tested in this paper."
46b03d0278d10fb833d0935e65c83843da596f76,Optogenetic Neuronal Silencing in Drosophila during Visual Processing,Glutamatergic neurons (including motor neurons) in larvae,experimental,qwen3.5:35b,"Light illumination (457, 527, 640 nm)",Silencing confirmed by behavioral readout (cessation of crawling); body length increased due to presumed relaxation of body wall musculature,Immediate cessation of crawling activity upon light onset; crawling resumed shortly after light offset,None explicitly discussed for larvae,"['Video tracking', 'Optogenetics (GtACR1/2)']",Optogenetic silencing of glutamatergic neurons in larvae using GtACR1/2 causes immediate cessation of crawling and body elongation.
46b03d0278d10fb833d0935e65c83843da596f76,Optogenetic Neuronal Silencing in Drosophila during Visual Processing,Lobula plate tangential cells (LPTCs),experimental,qwen3.5:35b,"Light illumination (535, 565, 615 nm); Visual motion (gratings, edges)","Strong hyperpolarization of up to 22 mV upon optogenetic illumination (onset latency 2–3 ms); visual motion evokes graded potential changes (depolarization for preferred, hyperpolarization for null direction)",None directly tested in behavior assay (physiological readout only),Visual motion processing in the optic lobe,"['Whole-cell patch-clamp recording', 'Optogenetics (GtACR1)']","GtACR1 expression in LPTCs mediates fast, light-sensitive hyperpolarization (up to 22 mV), enabling reversible silencing without marked interference from visual stimulation."
46b03d0278d10fb833d0935e65c83843da596f76,Optogenetic Neuronal Silencing in Drosophila during Visual Processing,T4/T5 neurons,experimental,qwen3.5:35b,"Light illumination (615 nm); Visual motion (gratings, ON/OFF edges)",Silencing reduces or eliminates downstream LPTC visual responses (graded potentials) during illumination; visual responses recover after light offset,Marked reduction or abolition of optomotor turning response (tethered walking on air-suspended ball) during illumination,Visual course control during navigation,"['Whole-cell patch-clamp recording (downstream LPTCs)', 'Tethered walking behavior assay', 'Optogenetics (GtACR1)']",Optogenetic silencing of T4/T5 neurons reduces downstream LPTC responses to visual motion and abolishes the optomotor turning response in tethered flies.
46b03d0278d10fb833d0935e65c83843da596f76,Optogenetic Neuronal Silencing in Drosophila during Visual Processing,T4 cells,experimental,qwen3.5:35b,Light illumination (615 nm); Moving ON and OFF edges,Silencing almost completely abolishes downstream LPTC responses to ON edges while OFF responses remain comparable to wild type,None directly tested in behavior assay (physiological readout only),ON-motion pathway processing,"['Whole-cell patch-clamp recording (downstream LPTCs)', 'Optogenetics (GtACR1)']","Selective silencing of T4 cells abolishes ON-edge responses in downstream tangential cells while preserving OFF-edge responses, demonstrating pathway specificity."
7eb989385722bf5a2c9ab1f615e03a92c13eb002,Substrate-Borne Vibratory Communication during Courtship in Drosophila melanogaster,fru-expressing neurons,experimental,qwen3.5:35b,Heat activation (26-27°C for mild; 29.5°C for strong) of TRPA1 channel; Genetic loss of function (fru- mutation),Not directly recorded,Mild activation triggered quivering in solitary males and other courtship behaviors; strong activation induced quivering in females; fru- mutant males quivered less and caused wild-type females to stop less often,Courtship communication; substrate-borne vibrations trigger female receptivity (stopping); behavior conserved in other Drosophila species,"['TRPA1 heat-activation', 'Genetic mutants', 'Behavioral video recording', 'Laser vibrometry']",Activation of fru-expressing neurons triggers male abdominal quivering and female receptivity; loss of function reduces both quivering and female stopping.
7eb989385722bf5a2c9ab1f615e03a92c13eb002,Substrate-Borne Vibratory Communication during Courtship in Drosophila melanogaster,dsx-expressing neurons,experimental,qwen3.5:35b,Heat activation (26-27°C) of TRPA1 channel; Genetic loss of function (dsx- mutation),Not directly recorded,Mild activation triggered quivering in solitary males; dsx- mutant males quivered less and caused wild-type females to stop less often,Courtship communication; substrate-borne vibrations trigger female receptivity (stopping); behavior conserved in other Drosophila species,"['TRPA1 heat-activation', 'Genetic mutants', 'Behavioral video recording', 'Laser vibrometry']",Activation of dsx-expressing neurons triggers male abdominal quivering; loss of function reduces quivering and female receptivity.
7eb989385722bf5a2c9ab1f615e03a92c13eb002,Substrate-Borne Vibratory Communication during Courtship in Drosophila melanogaster,Female neurons (tra RNAi),experimental,qwen3.5:35b,RNA interference reducing transformer (tra) expression in the female nervous system,Not directly recorded,Masculinized females exhibited abdominal quivering; wild-type female partners tended to become immobile when paired with these males,Courtship communication; quivering alone (without male pheromones) sufficient to trigger female stopping; implies latent circuitry in females,"['RNAi (traIR)', 'Behavioral video recording', 'Laser vibrometry']","Neuronally masculinized females quiver and induce immobility in wild-type female partners, indicating quivering is the effective signal for receptivity."
98c4d25e172867a76b871075b884d5e5790f57b3,Automated real-time quantification of group locomotor activity in Drosophila melanogaster,R2/R4 ring neurons of the ellipsoid body (4-67-GAL4),experimental,qwen3.5:35b,"Ethanol vapor exposure (various concentrations: 40:75 to 110:05 ratio); Thermogenetic inactivation at 30-31°C; Optogenetic activation (680 nm light, 40 Hz, 25 ms pulses)",Not directly measured; activity manipulated via thermogenetic inactivation (shibirets1) and optogenetic activation (Chrimson),"Inactivation during ethanol exposure significantly reduced locomotor activity and caused premature sedation (within 5 minutes). Optogenetic activation alone produced a sustained, modest increase in group activity. Activation in the context of low ethanol exposure produced a robust increase in group activity compared to controls or stimulation alone",,"['Thermogenetics (shibirets1)', 'Optogenetics (Chrimson)', 'Video-based group activity tracking (flyGrAM)']","R2/R4 ellipsoid body neurons modulate ethanol-induced locomotor activity; inactivation reduces activity and causes sedation during ethanol exposure, while optogenetic activation increases group activity, particularly in the presence of ethanol."
14472d7ee5abd9fb422bc9c50ad92c0d91e7cbbc,A rapid and dynamic role for FMRP in the plasticity of adult neurons,small ventral lateral neurons (s-LNvs),experimental,qwen3.5:35b,Temperature shift (19°C to 30°C) to induce UAS-Fmr1 or UAS-shFmr1 expression at Zeitgeber times ZT10 or ZT22; Light:Dark cycles (12:12 LD),3D spread of s-LNv projections (structural plasticity) expanded at dawn (ZT2) and retracted at dusk (ZT14) in controls. FMRP overexpression blocked expansion at dawn. FMRP knockdown prevented retraction at dusk. Hr38-Tomato (activity reporter) levels were unchanged.,,s-LNvs are circadian pacemaker neurons that control 24-hour rhythms in adult flies,"['Confocal microscopy', 'Immunofluorescence', 'TRIBE-seq', 'Gal4/UAS system with temperature shift']","FMRP acutely regulates s-LNv structural plasticity by repressing sif mRNA translation, blocking expansion at dawn when overexpressed and preventing retraction at dusk when knocked down."
5811b570287d929704bca4ae4a84fb6e6f36ccd7,Temporally and spatially partitioned neuropeptide release from individual clock neurons,s-LNv clock neurons (small ventral lateral neurons),experimental,qwen3.5:35b,Entrainment to 12L:12D light-dark cycles; application of Ca2+ channel blocker Cd2+; application of IP3 receptor blocker Xestospongin C; genetic expression of IP3 sponge.,Synaptic neuropeptide release peaks at ZT3 (3 hours after sunrise) and requires Ca2+ influx (inhibited by Cd2+). Somatic neuropeptide release peaks at ZT23 (late night) and requires IP3 signaling (inhibited by Xestospongin C/IP3 sponge) but is independent of extracellular Ca2+ influx (unaffected by Cd2+). Measured using FAP-based neuropeptide release imaging.,"Disruption of somatic IP3 signaling in the LNv neuron population (which includes s-LNv) reduced the number of flies maintaining rhythmic locomotor behavior, increased daily activity, reduced total sleep time, and shortened sleep bout length. Morning anticipation and locomotor period remained unaffected.",Regulation of daily locomotor activity and sleep-wake balance in circadian rhythms.,"['FAP-based neuropeptide release imaging', 'Pharmacology (Cd2+, Xestospongin C)', 'Behavioral activity monitoring (DAM2)', 'Genetic manipulation (IP3 sponge)']","s-LNv clock neurons exhibit temporally partitioned neuropeptide release: terminals release at ZT3 via Ca2+ influx, while the soma releases at ZT23 via IP3 signaling. Disruption of somatic release reduces locomotor rhythmicity and sleep consolidation."
5811b570287d929704bca4ae4a84fb6e6f36ccd7,Temporally and spatially partitioned neuropeptide release from individual clock neurons,l-LNv clock neurons (large ventral lateral neurons),experimental,qwen3.5:35b,Entrainment to 12L:12D light-dark cycles; application of Ca2+ channel blocker Cd2+; application of IP3 receptor blocker Xestospongin C; genetic expression of IP3 sponge.,Synaptic neuropeptide release peaks at ZT23 (late night) and requires Ca2+ influx (inhibited by Cd2+). Somatic neuropeptide release is elevated between ZT18 and ZT23 and requires IP3 signaling (inhibited by Xestospongin C/IP3 sponge) but is independent of extracellular Ca2+ influx (unaffected by Cd2+). Measured using FAP-based neuropeptide release imaging.,"Disruption of somatic IP3 signaling in the LNv neuron population (which includes l-LNv) reduced the number of flies maintaining rhythmic locomotor behavior, increased daily activity, reduced total sleep time, and shortened sleep bout length. Morning anticipation and locomotor period remained unaffected.",Regulation of daily locomotor activity and sleep-wake balance in circadian rhythms.,"['FAP-based neuropeptide release imaging', 'Pharmacology (Cd2+, Xestospongin C)', 'Behavioral activity monitoring (DAM2)', 'Genetic manipulation (IP3 sponge)']","l-LNv clock neurons exhibit temporally partitioned neuropeptide release: terminals release at ZT23 via Ca2+ influx, while the soma releases between ZT18-ZT23 via IP3 signaling. Disruption of somatic release reduces locomotor rhythmicity and sleep consolidation."
d5f1bfa63f4d44e65662fc79626b8ee834ea86e4,The CCHamide1 Neuropeptide Expressed in the Anterior Dorsal Neuron 1 Conveys a Circadian Signal to the Ventral Lateral Neurons in Drosophila melanogaster,DN1a (Anterior Dorsal Neuron 1),experimental,qwen3.5:35b,Circadian light-dark (LD) and constant darkness (DD) cycles; CCHa1 knockdown/knockout manipulation,Rhythmic expression of CCHa1 neuropeptide in cell bodies (peak at ZT17 in LD). CCHa1 terminals project along s-LNv dorsal projections. Knockdown confirmed by immunostaining.,Knockdown or knockout leads to generally low activity levels with a special reduction of morning activity. Morning activity bout is narrower with earlier offset. Flies exhibit longer siesta duration. Activity is phase-advanced in LD and phase-delayed in DD compared to controls.,,"['Immunohistochemistry', 'Confocal microscopy', 'Drosophila Activity Monitor (DAM2)', 'RNAi knockdown']","DN1a neurons express rhythmic CCHa1 neuropeptide; loss of CCHa1 reduces morning activity, shortens the morning activity bout, and increases siesta duration in circadian conditions."
d5f1bfa63f4d44e65662fc79626b8ee834ea86e4,The CCHamide1 Neuropeptide Expressed in the Anterior Dorsal Neuron 1 Conveys a Circadian Signal to the Ventral Lateral Neurons in Drosophila melanogaster,s-LNv (small Ventral Lateral Neurons),experimental,qwen3.5:35b,Exogenous CCHa1 peptide application (10^-5 M); Endogenous CCHa1 signaling from DN1a; CCHa1-R knockdown,Significant increase in intracellular cAMP levels upon CCHa1 application (Live cAMP imaging). Response reduced when CCHa1-R is knocked down. PDP1 oscillations phase-advanced in morning (LD) and phase-delayed (DD) when CCHa1 is knocked down. PDF levels in terminals are higher at ZT11 in CCHa1 mutants.,Changes in PDP1 oscillations and PDF levels correlate with reduced morning activity and altered activity timing (phase advance/delay) observed in CCHa1 knockdown flies.,,"['Live cAMP imaging (Epac1-camps)', 'Immunohistochemistry (PDP1, PDF)', 'Activity Recording']",s-LNv neurons express CCHa1 receptor and increase cAMP upon CCHa1 application; CCHa1 signaling modulates PDP1 oscillation phase and PDF levels in s-LNv to regulate morning activity timing.
d5f1bfa63f4d44e65662fc79626b8ee834ea86e4,The CCHamide1 Neuropeptide Expressed in the Anterior Dorsal Neuron 1 Conveys a Circadian Signal to the Ventral Lateral Neurons in Drosophila melanogaster,l-LNv (large Ventral Lateral Neurons),experimental,qwen3.5:35b,Exogenous CCHa1 peptide application (10^-5 M),Express CCHa1-R strongly but do not show significant increase in cAMP levels upon CCHa1 application. Show very low levels of PDP1 protein.,,,"['Live cAMP imaging', 'Immunohistochemistry']",l-LNv neurons express CCHa1 receptor but do not show cAMP increase upon CCHa1 peptide application despite strong receptor expression.
b6a29c09f726862f1f98983ffa21b3f0ace9e333,Drosophila Free-Running Rhythms Require Intercellular Communication,Ventral Lateral Neurons (LNvs) (small and large),experimental,qwen3.5:35b,Light-Dark (LD) cycles (12h:12h) and Constant Darkness (DD),"tim mRNA oscillates with trough at ZT3 and peak at ZT15 in LD; oscillations persist in DD for s-LNvs (in situ hybridization). In Pdf^01 mutants, molecular oscillations damp in DD. Biotinylated PDF peptide binds to the surface of LNvs (in vitro peptide binding assay, confocal microscopy).","Rescuing LNv molecular clocks alone in cyc^01 mutants fails to restore locomotor activity rhythms (flies arrhythmic in LD and DD, locomotor activity monitoring). Pdf^01 mutants lose locomotor rhythmicity gradually in DD.",Not explicitly discussed in paper (experimental focus on free-running conditions),"['pdf-GAL4 driver', 'UAS-CYC transgene', 'whole-mount in situ hybridization', 'locomotor activity monitoring', 'in vitro peptide binding assay']","LNvs exhibit robust tim mRNA oscillations in LD and DD. However, LNvs alone are insufficient to support locomotor activity rhythms. PDF peptide binds to LNv surface, and loss of PDF (Pdf^01 mutant) causes molecular oscillations in LNvs to damp in DD, paralleling behavioral damping."
b6a29c09f726862f1f98983ffa21b3f0ace9e333,Drosophila Free-Running Rhythms Require Intercellular Communication,Dorsal Neurons (DNs) and Dorsal Lateral Neurons (LNds),experimental,qwen3.5:35b,Light-Dark (LD) cycles and Constant Darkness (DD) (up to 8 days),"tim and cry mRNA oscillate robustly in all brain clock neurons including DNs and LNds in DD (in situ hybridization). In Pdf^01 mutants, molecular oscillations in these neurons damp in DD. Biotinylated PDF peptide binds to DN3 and other clock neurons (in vitro peptide binding assay).",These neurons work cooperatively with LNvs to support circadian locomotor activity rhythms (inferred from network requirement in DD).,Not explicitly discussed in paper (experimental focus on free-running conditions),"['whole-mount in situ hybridization', 'locomotor activity monitoring', 'in vitro peptide binding assay']","All brain clock neurons including DNs and LNds manifest robust molecular oscillations in DD. PDF peptide binds to these neurons. Molecular oscillations in these neurons damp in Pdf^01 mutants in DD, paralleling behavioral damping."
d4f581f8b12d789862db166847bf096b781c6824,Homeostatic synaptic plasticity rescues neural coding reliability,Olfactory Sensory Neurons (ORNs),experimental,qwen3.5:35b,"Physiological odor stimuli (Isopentyl acetate, linalool, 2-heptanone, ethyl acetate, isobutyl acetate) at high (5 × 10−2) and low (5 × 10−4) concentrations",Knockdown of Cacophony (Cac) or Synapsin (Syn) reduced Ca2+ signals in ORN terminals (two-photon imaging) and decreased synaptic vesicle release probability at ORN-PN and ORN-iLN synapses (electrophysiology),Reduced ability to correctly classify a shock-paired odor (isopentyl acetate) in behavioral assays (ball assay and linear chamber); specifically impaired at high odor concentrations in day 4 flies and low concentrations in day 0 flies; learning index remained unchanged,"To survive, animals must recognize reoccurring stimuli; when flies navigate in their natural habitat, olfactory stimuli are often brief and repetitive","['RNAi (Orco-GAL4/UAS-cacRNAi)', 'Two-photon Ca2+ imaging', 'In vivo whole-cell patch-clamp recordings', 'Behavioral assays (ball assay, linear chamber)']",ORNs transmit odor information where synaptic vesicle release probability is critical for reliable neural coding; reducing Cacophony in ORNs disrupts coding reliability and impairs behavioral odor classification in ecologically relevant brief/repetitive stimuli contexts.
d4f581f8b12d789862db166847bf096b781c6824,Homeostatic synaptic plasticity rescues neural coding reliability,Projection Neurons (PNs),experimental,qwen3.5:35b,"Physiological odor stimuli (Isopentyl acetate, linalool, 2-heptanone, ethyl acetate, isobutyl acetate) at high and low concentrations","ORN Cac knockdown reduced PN odor responses and increased variability of firing rates, delayed onset, and increased jitter of first spike; homeostatic plasticity (increase in AZ numbers) rescued eEPSC amplitudes and reliability at low stimulus intensities within a day but failed at high intensities",Impaired reliability of odor classification correlated with reduced neural coding reliability; homeostatic rescue at day 4 restored behavioral reliability at low concentrations but not high,Reliable stimulus representation is an essential requirement for repeated identification of stimuli; homeostatic plasticity maintains stable neural coding and reliable behavior,"['In vivo whole-cell patch-clamp recordings (current/voltage clamp)', 'Confocal microscopy (Brp punctae)', 'Behavioral assays']",PNs receive ORN input and exhibit homeostatic synaptic plasticity that increases active zone numbers to rescue coding reliability; this plasticity maintains reliable neural coding and enables consistent classification of physiological stimuli.
d4f581f8b12d789862db166847bf096b781c6824,Homeostatic synaptic plasticity rescues neural coding reliability,Inhibitory Local Neurons (iLNs),experimental,qwen3.5:35b,"Physiological odor stimuli (linalool, isopentyl acetate, 2-heptanone, isobutyl acetate)",Reducing Cac protein levels in ORNs resulted in an almost complete abolishment of iLN odor responses in both 0 and 2-4-day-old flies; no homeostatic rescue of iLN responses or AZ numbers observed unlike PNs,"Not directly tested via iLN manipulation; however, their reduced recruitment contributes to PN reliability deficits which impair behavioral odor classification",iLNs respond linearly to ORN activity and respond most strongly to high ORN firing rates triggered by high odor intensities,"['In vivo whole-cell patch-clamp recordings (449-QF driver)', 'Confocal microscopy']",iLNs provide circuit modulation to PNs; their recruitment is highly sensitive to ORN release probability and lacks the target-specific homeostatic compensation seen at ORN-PN synapses.
9a0bd87211561da4b0890eea8577315c0264f9a0,Homeostatic Synaptic Plasticity Rescues Neural Coding Reliability,Olfactory Sensory Neurons (ORNs),experimental,qwen3.5:35b,"Physiological odors (isopentyl acetate, linalool, 2-heptanone, ethyl acetate, isobutyl acetate) at high and low concentrations; shock-paired isopentyl acetate in behavioral assays","Knockdown of Cacophony (Cac) reduced Ca2+ signals in terminals and synaptic vesicle (SV) release probability, increasing synaptic delay and jitter. Homeostatic synaptic plasticity resulted in a target-specific increase in the number of active zone (AZ) release sites (Brp punctae) within a day, rescuing eEPSC amplitudes at ORN-PN synapses.",Cac knockdown reduced the behavioral ability to correctly classify a shock-paired olfactory stimulus (isopentyl acetate) in repetitive short trials (ball assay). Learning index in long-exposure paradigms was unaffected.,"To survive, animals must recognize reoccurring stimuli; in the natural habitat, olfactory stimuli are often brief and repetitive, requiring reliable classification.","['RNA interference (RNAi)', 'In vivo whole-cell patch-clamp recordings', 'Two-photon Ca2+ imaging', 'Immunohistochemistry (Brp, Cac)', 'Behavioral assays (learning chamber, ball assay)']","ORNs expressing Cacophony show reduced SV release probability upon knockdown, which initially disrupts coding reliability. Homeostatic plasticity rescues AZ numbers and neural coding reliability at low odor intensities within a day, maintaining behavioral classification accuracy."
9a0bd87211561da4b0890eea8577315c0264f9a0,Homeostatic Synaptic Plasticity Rescues Neural Coding Reliability,Projection Neurons (PNs),experimental,qwen3.5:35b,Physiological odors at high and low concentrations,"Coding reliability (temporal correlation, firing rate variability, latency, jitter) was reduced when ORN Cac was knocked down at high odor concentrations in 2-4-day-old flies. Reliability was rescued at low concentrations by homeostatic synaptic plasticity (AZ increase).",Reduced PN coding reliability correlated with reduced behavioral reliability (accuracy of odor classification) in the ball assay.,"Reliable stimulus representation by the neural code is necessary for the repeated identification of stimuli, a requirement for survival.","['In vivo whole-cell patch-clamp recordings (current and voltage clamp)', 'Correlation and variance analysis of spike trains']","PNs exhibit reduced neural coding reliability when ORN release probability is disrupted, particularly at high firing rates. Homeostatic plasticity rescues this reliability at low stimulus intensities."
9a0bd87211561da4b0890eea8577315c0264f9a0,Homeostatic Synaptic Plasticity Rescues Neural Coding Reliability,GABAergic Inhibitory Local Neurons (iLNs),experimental,qwen3.5:35b,Physiological odors (high concentration),Cac knockdown in ORNs resulted in an almost complete abolishment of iLN odor responses. No homeostatic increase in AZ numbers was observed at ORN-iLN synapses. Pharmacological blockade of GABA receptors in PNs increased PN activity variability.,"Not directly tested for iLN manipulation behavior, but blocking inhibitory circuitry (GABA receptors) altered PN coding variability.","iLNs modulate the olfactory circuit and recruitment affects the reliability of the neural code, relevant for processing high-firing rate inputs from strong odors.","['In vivo whole-cell patch-clamp recordings', 'Pharmacology (GABA receptor antagonists)', 'Immunohistochemistry (Brp)']","iLN recruitment is highly sensitive to reduced ORN release probability and shows no homeostatic rescue of AZ numbers, affecting PN coding variability."
4c7c19ae2bd329ad4a8fb707f5e39a7571fc15b0,Functional Interaction Between Drosophila Olfactory Sensory Neurons and Their Support Cells,Olfactory Sensory Neurons (Orco+ OSNs),experimental,qwen3.5:35b,"VUAA1 (synthetic Orco agonist), 14 ecologically relevant odorants (e.g., ethyl acetate, CO2)",K+ efflux upon VUAA1 stimulation (live cation imaging). Increased spike frequency in response to diagnostic odorants (single sensillum recording). Resting activity largely unchanged in thecogen-ablated flies.,,Discrimination of odors in the turbulent sensory landscape of insect flight,"['live cation imaging', 'single sensillum recording (SSR)']","Orco+ OSNs exhibit K+ efflux during odor stimulation and increased spike frequency to diagnostic odorants, with resting activity remaining stable despite thecogen ablation."
4c7c19ae2bd329ad4a8fb707f5e39a7571fc15b0,Functional Interaction Between Drosophila Olfactory Sensory Neurons and Their Support Cells,Tormogen Support Cells,experimental,qwen3.5:35b,"VUAA1, balsamic vinegar",Acute cytoplasmic Ca2+ influx in a subpopulation (~42%) following VUAA1 stimulation. No K+ flux. No Ca2+ response to balsamic vinegar.,,,"['live cation imaging', 'immunohistochemistry']",Tormogen cells show acute Ca2+ influx in a subpopulation during odor presentation but exhibit no net K+ flux.
4c7c19ae2bd329ad4a8fb707f5e39a7571fc15b0,Functional Interaction Between Drosophila Olfactory Sensory Neurons and Their Support Cells,Thecogen Support Cells,experimental,qwen3.5:35b,"VUAA1, varying extracellular K+ concentrations (1-150 mM), heatshock (inducible ablation)",Cytoplasmic K+ influx upon VUAA1 stimulation (enhanced at low extracellular K+). No Ca2+ flux. Ablation resulted in gain of mechanosensitivity in OSNs (SSR) and loss of odor specificity in ab1 sensilla.,,Important for the ability of insect olfactory systems to dynamically and sensitively discriminate between odors,"['live cation imaging', 'inducible apoptosis (heatshock)', 'single sensillum recording (SSR)']",Thecogen cells buffer K+ influx during odor stimulation; their ablation increases OSN mechanosensitivity and impairs odor specificity without changing resting activity.
241170dda2679fe436a61ece42eab84ee9304fcd,PKC98E Regulates Odorant Responses in Drosophila melanogaster,ORCO-expressing olfactory neurons (including at1 neurons sensing cVA; ai2a neurons sensing farnesol),experimental,qwen3.5:35b,cVA pheromone (0.01% to 100% dilution); Farnesol (10^-4 to pure); Prolonged odor exposure (1 hour cVA pre-exposure),Single sensillum recordings (SSRs) showed reduced peak spike frequency in PKC98E RNAi and conditional mutants compared to controls. Immunofluorescence showed reduced ORCO phosphorylation at S289 in PKC98E mutants. Expression of constitutively active PKC98ECAAX restored peak responses but was defective for slow desensitization (failed to reduce responsiveness after prolonged odor exposure).,"Not tested in this study (chemotaxis defects referenced from prior work Guo et al., 2017).",Discussion suggests this modulation mechanism is important for the ability to identify food sources in the presence of a pervasive background food odor.,"['Single sensillum recordings (SSRs)', 'Immunofluorescence/Immunostaining', 'RNA-seq', 'CRISPR/Cas9 conditional mutagenesis', 'Genetic rescue with transgenic flies']",PKC98E regulates ORCO phosphorylation at S289 in ORCO-expressing olfactory neurons. Loss of PKC98E reduces peak odorant responses and phospho-ORCO S289 levels. A constitutively active kinase rescues naive sensitivity but impairs slow desensitization following prolonged odor exposure.
39b3776e8cbed35eff5e69dd2af95205ee022423,Calmodulin regulates the olfactory performance in Drosophila melanogaster,OrX/Orco Olfactory Sensory Neurons (OSNs),experimental,qwen3.5:35b,"VUAA1 (synthetic Orco agonist), Vinegar (10^-2 dilution), Grape juice (pure and dilutions)",Ca2+ imaging (ex-vivo antenna) showed reduced maximum fluorescence response (Max ∆F/F0) in K339N mutants compared to wild type upon stimulation. Sensitization to repeated subthreshold stimuli was abolished in K339N mutants.,Wind tunnel bioassay showed severely diminished odor localization. Only 12% of OrX/OrcoK339N flies reached the vinegar source compared to 51% of wild type. Only 10% reached grape juice compared to 62% of wild type.,Long-range odor-guided behavior for finding food sources (vinegar and grape juice represent rotting fruit). Vital for detecting volatile chemical cues in nature.,"['Ca2+ imaging (ex-vivo antenna preparation)', 'Wind tunnel bioassay']","OrX/Orco OSNs show reduced Ca2+ responses and abolished sensitization with the OrcoK339N mutation, leading to significantly impaired odor localization in wind tunnel behavior."
39b3776e8cbed35eff5e69dd2af95205ee022423,Calmodulin regulates the olfactory performance in Drosophila melanogaster,Or22a/Orco Olfactory Sensory Neurons (OSNs),experimental,qwen3.5:35b,"Ethyl hexanoate (natural ligand), Vinegar, Grape juice",Ca2+ imaging showed reduced maximum fluorescence response and decreased sensitivity (EC50 shift) to ethyl hexanoate in K339N mutants compared to wild type. Sensitization to repeated ethyl hexanoate stimuli was abolished in K339N mutants.,Wind tunnel bioassay showed that flies expressing only this receptor type had low attraction to vinegar (1%) and grape juice (7%) even in wild type. Comparison of the K339N mutation effect was prevented by this low baseline attraction.,Detection of fruit odors (ethyl hexanoate is a fruit odor). Part of the olfactory system for finding food and oviposition sites.,"['Ca2+ imaging (ex-vivo antenna preparation)', 'Wind tunnel bioassay']","Or22a/Orco OSNs show reduced sensitivity and abolished sensitization with the OrcoK339N mutation, though behavioral contribution of this single population is limited compared to the full OSN array."
